zid,address,zipcode,alat,alon,valuation,value_change,value_range_high,value_range_low,sqft,lot_sqft,year_built,last_sold_date,last_sold_price
64765068,1805 Graveyard Point Road,78734,30.390602,-97.961002,661441.0,-3614,727585,615140,3382,22128,1996.0,,
29365518,5105 Timothy Circle,78734,30.409762,-97.918191,520435.0,-15288,562070,494413,2639,18983,2000.0,,
,10872 Hokanson Road,78617,,,,,,,,,,,
,2325 FM 969,78621,,,,,,,,,,,
,12532 Waters Park Road,78759,,,,,,,,,,,
29503720,1117 Brecon Lane,78748,30.1849,-97.805209,299381.0,-3909,314350,281418,1860,5750,1996.0,,
83813508,17825 Silent Harbor Loop,78660,30.443914,-97.571945,332045.0,-6944,361929,315443,2883,7998,2011.0,,
,549 Lakeview Drive,78617,,,,,,,,,,,
,3304 Sky Ridge Ln,78713,,,,,,,,,,,
249890228,12048 Park Thirty Five Circle,78753,30.392577,-97.674224,,,,,,188179,,,
64895257,14201 Littig Road,78653,30.376785,-97.559617,161624.0,1494,179403,138997,1216,33106,1997.0,03/13/1998,
,4273 Stone Oak Drive,78681,,,,,,,,,,,
29353612,4208 Far West Boulevard,78731,30.361277,-97.769166,566359.0,27865,594677,532377,2050,9553,1967.0,,
58314705,767 Oakdale Drive,78745,30.217563,-97.822962,1231561.0,-11130,1428611,1059142,3277,178596,1952.0,,
70344860,3007 Ferguson Lane,78754,30.33884,-97.657727,,,,,,99796,,,
29404137,2002 Dexmoor Drive,78723,30.311634,-97.688701,580906.0,-14413,650615,528624,5848,13229,1971.0,,
29558667,1200 Wroxton Way,78664,30.521291,-97.667498,194656.0,6398,210228,184923,1338,12414,1980.0,,
29452484,1209 Brophy Drive,78660,30.450002,-97.613111,272920.0,1026,286566,259274,2540,8973,1992.0,,
,7408 West Slaughter Lane,78749,,,,,,,,,,,
,15415 Long Vista Drive,78728,,,,,,,,,,,
70324361,14201 Debba Drive,78734,30.368117,-97.927311,325845.0,1373,342137,309553,1586,19776,2005.0,,
,2118 FM 969,78621,,,,,,,,,,,
,11245 Rimrock Trail,78737,,,,,,,,,,,
,1704 Kemah Drive,78748,,,,,,,,,,,
,21363 Union Lee Church Road,78653,,,,,,,,,,,
,13500 Kollmeyer Drive,78734,,,,,,,,,,,
144196715,2518 Crazyhorse Pass,78734,30.381437,-97.925523,,,,,,11613,,01/23/2001,4553
29362942,3926 Eck Lane,78734,30.40193,-97.932526,1869018.0,-68317,2055920,1513905,3094,302219,1979.0,,
64476681,12512 Briarcreek Loop,78653,30.323455,-97.532784,186610.0,-332,195940,175413,1580,6011,2004.0,,
29401028,6309 Waynesburg Cove,78723,30.303383,-97.665268,316356.0,-7663,344828,297375,1368,8198,1984.0,,
,95 Bluff View,78664,,,,,,,,,,,
,926 Brandi Lane,78681,,,,,,,,,,,
29371036,16500 Forest Way,78734,30.428042,-97.928632,648001.0,2753,706321,596161,1820,172062,1972.0,,
52831441,8603 Glen Canyon Drive,78681,30.512853,-97.729332,318480.0,3574,337589,302556,2577,6934,2000.0,07/07/2004,179000
29368822,17220 Rocky Ridge Road,78734,30.421255,-97.940743,315399.0,21151,350093,290167,1362,43734,1986.0,,
,3039 Bradford Park Drive,78664,,,,,,,,,,,
83833592,1104 Canyon Springs Dr,78613,30.484107,-97.860506,402338.0,-437,422455,382221,2719,9365,2010.0,08/05/2013,
64805867,5815 Turnersville Road,78610,30.071378,-97.729494,425658.0,-1806,519303,404375,2444,425189,2000.0,,
,9118 McMeans Trail,78737,,,,,,,,,,,
64736379,4520 Rivercrest Drive,78746,30.347793,-97.809025,374897.0,11080,419885,329909,,3877,1978.0,,
,713 River Hills Road,78733,,,,,,,,,,,
29404281,6207 Betty Cook Drive,78723,30.309131,-97.674641,390269.0,7143,409782,347339,1672,14244,1953.0,,
,604 Skyview Terrace,78640,,,,,,,,,,,
70330668,17501 Breakwater Drive,78645,30.442274,-97.937369,,,,,4807,118352,2011.0,,
29482292,4422 Lareina Drive,78745,30.218634,-97.771544,271784.0,8075,288091,255477,728,10446,1966.0,,
52830855,3905 Lord Byron Circle,78664,30.506492,-97.601267,395154.0,642,430718,371445,3300,10538,2000.0,,
64741645,4032 Vivas Lane,78735,30.259116,-97.8464,906420.0,6259,978934,815778,4484,22172,2004.0,,
,1941 East William Cannon Drive,78744,,,,,,,,,,,
29507628,4108 Idalia Drive,78749,30.183434,-97.86247,475984.0,-6746,499783,452185,2936,19209,1993.0,,
,12556 Harmony Hill Street,78729,,,,,,,,,,,
,10315 Mc Kalla Place,78758,,,,,,,,,,,
70992694,9917 Lisi Anne Drive,78717,30.510152,-97.750094,404223.0,2954,428476,371885,2592,,2006.0,,
,9211 Circle Drive,78736,,,,,,,,,,,
,998 Hollow Trail Court,78664,,,,,,,,,,,
2089517803,4205 Bull Creek Road,78731,30.319267,-97.755076,,,,,743,,2009.0,,
,696 Elder Way,78664,,,,,,,,,,,
,2440 West Whitestone Boulevard,78641,,,,,,,,,,,
,9328 Sherman Road,78742,,,,,,,,,,,
58314594,3003 Headly Drive,78745,30.213857,-97.817466,370763.0,189,389301,337394,1504,7971,1978.0,,
29326650,16 Treemont Drive,78746,30.270267,-97.793439,937547.0,-11049,1153183,796915,2733,4878,2003.0,,
29393499,8908 Ingrid Drive,78621,30.28111,-97.46313,164227.0,6165,188861,139593,2128,151110,2000.0,,
52829695,114 Lakewood Trail,78641,30.542452,-97.807524,416049.0,2314,449333,391086,2253,125453,1983.0,03/17/1999,231000
29481842,8210 Espanola Trail,78737,30.22698,-97.904823,523214.0,-13708,575535,497053,2817,58026,1972.0,,
80118957,16421 Along Creek Cove,78717,30.512687,-97.754595,599358.0,4398,629326,569390,3842,12800,2006.0,,
89659188,2226 Park Place Circle,78681,30.507013,-97.72332,733895.0,6780,770590,697200,3983,,2012.0,,
,1245 McNeil Road,78681,,,,,,,,,,,
29399548,1019 Ellingson Lane,78751,30.302762,-97.717769,426094.0,-5328,464442,404789,966,6482,1941.0,,
29435318,12136 Trotwood Drive,78753,30.389734,-97.662549,228198.0,1356,239608,216788,1385,7697,1985.0,,
,10900-B Stonelake Boulevard,78759,,,,,,,,,,,
,386 East Overlook Mountain,78610,,,,,,,,,,,
,6102 Brutus Street,78724,,,,,,,,,,,
2093880163,6700 Manchaca Road,78748,30.206387,-97.806869,,,,,1400,,,,
29411970,6808 Mira Loma Lane,78723,30.320589,-97.684614,334548.0,5556,357966,317821,1302,14601,1964.0,,
,9500 Schmidt Lane,78653,,,,,,,,,,,
,6825 Wolfcreek Pass,78749,,,,,,,,,,,
,15612 Mary Street,78641,,,,,,,,,,,
,13671 FM 973,78653,,,,,,,,,,,
80087480,5201 Bantom Woods Bend,78724,30.273244,-97.631037,225937.0,1519,237234,214640,1704,7492,2008.0,,
,190 Belinda Lane,78640,,,,,,,,,,,
80096310,8200 Alophia Drive,78737,30.189795,-97.924518,422154.0,1043,443262,396825,2405,7753,2007.0,06/23/2017,
64905903,16902 High Noon Drive,78617,30.138281,-97.574836,220974.0,4373,247491,190038,1020,315505,1970.0,,
,5568 Blue Bluff Road,78724,,,,,,,,,,,
84378926,116 Shady Oaks Loop,78612,30.099033,-97.52558,376624.0,-3409,406754,335195,3100,217800,1988.0,,
,524 Old 71,78612,,,,,,,,,,,
58302381,1536 Payton Falls Drive,78754,30.372126,-97.659596,303905.0,-4152,319100,288710,2534,8786,2002.0,,
,4210 Bliss Spillar Road,78652,,,,,,,,,,,
144251021,18901 Hog Eye Road,78653,30.293492,-97.518852,280848.0,924,342635,247146,2060,216058,1952.0,,
70337000,15905 Spillman Ranch Loop,78738,30.323102,-97.973887,600705.0,9812,630740,570670,3705,14992,2007.0,04/14/2015,
,901 Holz Road,78640,,,,,,,,,,,
,276 Swallow Court,78640,,,,,,,,,,,
,1800 Waukesha Drive,78728,,,,,,,,,,,
29322596,800 West Elizabeth Street,78704,30.25187,-97.756568,516812.0,-9630,542653,490971,660,5759,1934.0,,
,384 Crossroads Drive,78616,,,,,,,,,,,
64551671,12804 Johnson Road,78653,30.382349,-97.503225,370551.0,-5051,444661,333496,2432,404367,2000.0,11/12/2015,1750
125806030,17405 Breakwater Drive,78645,30.442575,-97.936471,,,,,,97849,,,
29364627,14808 Hornsby Hill Road,78734,30.405015,-97.9139,415674.0,-1212,660922,299285,480,102802,1974.0,,
29362071,603 Robin Dale Drive,78734,30.383088,-97.976844,1972254.0,-55782,2366705,1775029,5513,71373,1999.0,,
,9900 1/2 Barr Lane,78754,,,,,,,,,,,
111969896,8152 Breeze Way,78645,30.46878,-97.952351,548415.0,-4656,630677,477121,2380,301000,1999.0,,
29419721,1103 Durham Drive,78753,30.346328,-97.687106,290950.0,-4001,320045,273493,1716,11360,1980.0,,
144979563,2311 West Rundberg Lane,78758,30.381106,-97.723693,,,,,,94830,,,
,5017 Niederwald Strasse,78640,,,,,,,,,,,
29389068,21953 Silvia Drive,78621,30.266764,-97.473642,187520.0,-1864,204397,157517,1456,71003,2004.0,,
80115679,1698 Bird Dog Lane,78613,30.51313,-97.798795,336425.0,1377,359975,319604,2828,8929,2006.0,,
94641963,508 Deckhouse Drive,78645,30.384927,-98.006257,622261.0,-6836,672042,541367,2696,62225,2009.0,,
29513840,3909 Green Emerald Terrace,78739,30.160311,-97.872646,506354.0,-3995,531672,481036,2911,43560,1993.0,,
,5301 Riata Park Court,78727,,,,,,,,,,,
29515575,10801 Wayne Riddell Loop,78748,30.149134,-97.805213,567801.0,-3373,630259,511021,4156,70567,1973.0,,
,4203 Pearce Road,78730,,,,,,,,,,,
29480381,4613 Banister Lane,78745,30.220761,-97.782635,346671.0,974,367471,329337,1200,9165,1952.0,,
84380679,8310 Wolf Lane,78617,30.133604,-97.573115,354367.0,5969,403978,279950,5000,261360,2009.0,,
29345556,17210 Majestic Ridge Road,78738,30.338001,-98.002363,611666.0,11326,672833,562733,3419,94961,1995.0,,
94643232,1512 Waxberry Lane,78748,30.169551,-97.818971,269319.0,256,282785,255853,1675,7680,2012.0,,
,1647 Faro Drive,78741,,,,,,,,,,,
29418395,1401 Justin Lane,78757,30.340361,-97.726782,414873.0,-4964,435617,389981,972,9113,1950.0,,
,8806 Shoal Creek Boulevard,78757,,,,,,,,,,,
29471574,8706 Bullet Pass,78610,30.076233,-97.680301,220278.0,23295,244509,182831,1456,139915,1994.0,,
29386069,1127 Poquito Street,78702,30.267247,-97.716712,435461.0,-3178,457234,413688,1050,7433,1996.0,,
29605994,2204 Falkirk Drive,78681,30.537581,-97.706357,415429.0,7256,440355,394658,3119,16754,1997.0,,
29332895,1310 Falcon Ledge Drive,78746,30.288854,-97.843237,1189590.0,41494,1249069,1130111,3970,119847,1976.0,,
29355639,7604 Rustling Cove,78731,30.366637,-97.763396,831967.0,-11262,881885,765410,3279,19496,1971.0,,
,6042 Berkman Drive,78723,,,,,,,,,,,
250180879,3000 Via Fortuna,78746,30.248693,-97.802143,,,,,,180757,,,
63228532,8413 Avocet Drive,78745,30.193418,-97.827769,312013.0,-8662,327614,296412,1421,8411,1986.0,,
,10526 Senna Hills Drive,78733,,,,,,,,,,,
58311039,1225 South Pleasant Valley Road,78741,30.240182,-97.718445,,,,,252672,990424,2000.0,,
29475853,6904 Smokey Hill Road,78736,30.243836,-97.893074,354095.0,-926,378882,322226,1919,13155,1995.0,,
,14284 Trail Driver,78737,,,,,,,,,,,
29364306,1135 Edgewater Drive,78669,30.400671,-97.998693,456490.0,577,502139,397146,1697,30658,1993.0,,
29326873,3407 Cactus Wren Way,78746,30.27078,-97.806758,658050.0,2118,690952,625148,1644,10977,1980.0,,
60336134,17001 Ennis Trail,78717,30.513316,-97.747374,411867.0,-2676,432460,391274,2930,10977,2002.0,,
125806979,6827 Onion Creek Drive,78744,30.17493,-97.744221,,,,,,10206,1970.0,,
,468 North Lynnwood,78613,,,,,,,,,,,
,10 Cypress Boulevard,78665,,,,,,,,,,,
,11714 Wilson Parke Avenue,78726,,,,,,,,,,,
,15943 Panorama Court,78617,,,,,,,,,,,
29462459,600 Jet Lane,78742,30.23538,-97.677757,,,,,2868,130410,1965.0,,
,4021 Farm-to-Market Road 973,78725,,,,,,,,,,,
119628458,8713 Ambrosia Drive,78620,30.287976,-98.026899,519628.0,-18023,545609,493647,3607,10498,2014.0,,
29538784,5491 Live Oak Cove,78681,30.533572,-97.758664,519326.0,22169,571259,472587,2336,230432,1970.0,,
29345728,3604 Lucas Drive,78731,30.33721,-97.765711,790480.0,-3090,885338,711432,3093,12283,1963.0,,
,18831 Webberville Road,78653,,,,,,,,,,,
,11511 1/2 Overlook Pass,78738,,,,,,,,,,,
29512313,11318 Menodora Drive,78748,30.164812,-97.857588,377814.0,11678,396705,358923,1759,12754,1983.0,,
58313855,2305 Village Way Drive,78745,30.22019,-97.801004,379579.0,1198,398558,360600,1393,12602,1968.0,,
29378523,2707 Dagama Court,78613,30.465814,-97.838999,375219.0,-959,393980,356458,3114,9614,2000.0,,
,14906 Pearce Lane,78617,,,,,,,,,,,
,5262 Ranch to Market Road 967,78610,,,,,,,,,,,
29466121,3011 Michoacan Drive,78617,30.205883,-97.637366,141198.0,1128,155318,115782,896,14919,1981.0,,
,8296 Hidden West Boulevard,78724,,,,,,,,,,,
144982385,3704 East Pecan Street,78691,30.419609,-97.575097,326933.0,-3876,389050,284432,2576,21780,1950.0,,
29489079,12605 Fitzhugh Road,78736,30.229772,-97.986998,431989.0,5654,470868,401750,2526,17468,1980.0,03/13/2016,479000
29465789,2749 Citation Drive,78617,30.21145,-97.525827,184666.0,14594,216059,160659,1456,63990,1985.0,,
,3110 RM 620,78734,,,,,,,,,,,
29570703,12914 Hunters Chase Drive,78729,30.450865,-97.765632,295754.0,851,310542,275051,1726,,1994.0,05/12/2015,
29356033,6508 Epping Forest Cove,78730,30.381324,-97.823922,795917.0,-10700,843672,732244,2729,248166,1996.0,05/28/2015,750000
29343233,4115 Hidden Canyon Cove,78746,30.33132,-97.785499,1355724.0,-15580,1464182,1193037,4464,50094,1989.0,,
,20448 TX 130 Frontage Road,78660,,,,,,,,,,,
,302 Williamson Road,78616,,,,,,,,,,,
29478245,10903 Long Branch Drive,78736,30.242594,-97.996355,386899.0,7910,421720,359816,1619,87904,1985.0,05/09/2016,385000
58314801,9122 Granada Hills Drive,78737,30.218545,-97.900734,470101.0,-5355,498307,432493,2250,53339,1979.0,,
,448 Sunflower Circle,78640,,,,,,,,,,,
,2830 TX 21,78616,,,,,,,,,,,
,5166 East Howard Lane,78653,,,,,,,,,,,
,1018 Bock Road,78610,,,,,,,,,,,
,4067 Lytton Lane,78616,,,,,,,,,,,
,9155 US 290,78736,,,,,,,,,,,
,10400 1/2 Channel Island,78747,,,,,,,,,,,
,62 Crossroads Drive,78616,,,,,,,,,,,
,7114 Mc Neil Drive,78729,,,,,,,,,,,
,279 Shallowwater Cv,78619,,,,,,,,,,,
29510532,3909 Idalia Drive,78749,30.180761,-97.860325,445997.0,20506,472757,423697,2979,11739,1993.0,,
,2800 Lothian Drive,78713,,,,,,,,,,,
70985368,2801 Deep River Circle,78665,30.503878,-97.622546,455626.0,6071,487520,432845,3950,9858,2005.0,,
,10200 Shively Lane,78747,,,,,,,,,,,
83829863,20304 Poppy Hills Trl,78664,30.499073,-97.599201,236843.0,2053,255790,217896,958,5946,2007.0,,
29326445,3110 Brightwood Drive,78746,30.267631,-97.801959,824249.0,-19047,931401,750067,1903,13068,1980.0,,
29338249,6806 Canon Wren Drive,78746,30.302562,-97.836782,800240.0,-9337,856257,760228,2654,47306,1992.0,,
,17278 North Lake Hills Drive,78645,,,,,,,,,,,
,4224 1/2 Bull Creek Road,78731,,,,,,,,,,,
64516649,12101 Bradshaw Road,78747,30.116199,-97.779516,408006.0,1396,461047,383526,2356,435600,2005.0,,
29400420,22401 Hog Eye Road,78653,30.295846,-97.46433,251953.0,-4754,292265,224238,1998,81849,1955.0,,
,2132 Scofield Ridge Parkway,78727,,,,,,,,,,,
,5100 Farm-to-Market Road 973,78724,,,,,,,,,,,
29434985,13018 Jacobson Road,78653,30.396851,-97.4895,284761.0,-1162,353104,253437,1558,108900,1954.0,,
,166 Dana Drive,78634,,,,,,,,,,,
,16841 Goldenwood Way,78737,,,,,,,,,,,
70348251,7112 Cielo Azul Pass,78726,30.414582,-97.876127,2041221.0,61484,2163694,1653389,6250,27164,2006.0,,
,2197 Goforth Road,78640,,,,,,,,,,,
29343060,4603 Balcones Drive,78731,30.32838,-97.765886,941122.0,1736,1063468,828187,2349,22825,1956.0,,
29341985,3800 Peak Lookout Drive,78738,30.328514,-97.974619,567012.0,4829,623713,510311,2077,91040,1979.0,,
29472844,1416 West Oltorf Street,78704,30.247655,-97.769386,435219.0,-4004,517911,382993,768,6443,1939.0,,
,10906 Lime Creek Road,78641,,,,,,,,,,,
,6748 Colton-Bluff Springs Road,78744,,,,,,,,,,,
29339423,14 Rob Roy Road,78746,30.310011,-97.834099,1321940.0,-7078,1467353,1163307,4800,50530,1983.0,07/24/2014,995000
70337637,6326 River Place Boulevard,78730,30.390344,-97.848604,561012.0,-12322,622723,527351,3481,24437,2008.0,03/05/2013,
29346869,1608 Ski Slope Drive,78733,30.345423,-97.874144,953016.0,20087,1067378,762413,2222,12654,1970.0,,
,2530 Mathias Lane,78640,,,,,,,,,,,
29489066,10609 Valley Vista Road,78737,30.221469,-97.949055,483764.0,-5241,507952,454738,1903,212137,1971.0,,
,3400 1/2 Redbud Trail,78746,,,,,,,,,,,
29442040,5203 Branding Chase Street,78727,30.423547,-97.73665,430375.0,-9302,451894,408856,2064,34063,1971.0,,
29323560,6705 Midwood Parkway,78736,30.253904,-97.908035,431092.0,1056,452647,392294,2026,44431,1988.0,05/27/2016,
89556065,20621 Quiet Oaks Lane,78653,30.293173,-97.487867,284705.0,-16273,324564,256235,1720,477853,2006.0,03/26/2008,13200
29395239,6103 Provencial Cove,78724,30.28676,-97.662929,263734.0,919,279558,232086,1596,10899,1969.0,,
,9785 McKenzie Road,78719,,,,,,,,,,,
,3604 Travis Country Circle,75735,,,,,,,,,,,
,122 St Richie Lane,78737,,,,,,,,,,,
64797188,1202 Oak Hurst Road,78734,30.386032,-97.965975,,,,,4118,25700,2015.0,,
,20760 Camino Real,78616,,,,,,,,,,,
,19447 Stone Hill Drive,78660,,,,,,,,,,,
89669216,406 Rocky Coast Drive,78734,30.357665,-98.004981,536781.0,-6113,563620,509942,3252,11891,2011.0,,
88017150,2795 Plantation Drive,78681,30.542697,-97.701882,309258.0,2793,324721,293795,2314,8058,2007.0,05/10/2016,
29466946,4710 Pewter Lane,78744,30.199842,-97.740581,220973.0,-4689,232022,209924,1352,6525,1977.0,,
,10254 Magnolia Ranch Cove,78660,,,,,,,,,,,
2141970284,6304 Carson Ridge,78741,30.220627,-97.70551,380075.0,-6881,482695,304060,1817,,,05/29/2015,
83813569,3600 Verano Drive,78735,30.284686,-97.888978,2686027.0,-600275,2820328,2551726,7293,45825,2014.0,,
29374389,9806 Mandeville Circle,78750,30.43771,-97.805291,491377.0,-6180,515946,466808,2414,14266,1975.0,09/06/2006,299000
,9604 Gray Boulevard,78758,,,,,,,,,,,
,5200 Killingsworth Lane,78660,,,,,,,,,,,
29371461,11621 Argonne Forest Trail,78759,30.428814,-97.766079,380338.0,1487,414568,349911,2313,7444,1984.0,,
29408723,2710 Dunbarton Drive,78723,30.317344,-97.672276,413851.0,-238,434544,393158,1827,32004,1967.0,06/18/2007,251000
,530 Cresthill Causeway,78640,,,,,,,,,,,
,461 FM 1854,78616,,,,,,,,,,,
29381019,16501 Red Wagon Lane,78641,30.49432,-97.884703,443912.0,7857,483864,408399,2188,282268,1979.0,,
,13239 Rector Loop,78653,,,,,,,,,,,
29356037,6505 Guildford Cove,78730,30.382475,-97.827397,701705.0,-18097,764858,631535,3097,46030,1996.0,,
,13110 Farm-to-Market Road 1100,78653,,,,,,,,,,,
,14999 Littig Road,78653,,,,,,,,,,,
,15028 Crosscreek Drive,78737,,,,,,,,,,,
83827373,9610 Bock Road,78610,30.067305,-97.673481,237401.0,20844,263515,206539,1120,469577,1996.0,10/30/2012,50000
58299972,1341 Osprey Ridge Loop,78734,30.391672,-97.978567,1505778.0,-17635,1641298,1355200,5733,199213,2000.0,,
29332521,502 Coquina Lane,78746,30.284695,-97.79741,2119007.0,-8044,2352098,1885916,5588,72388,2001.0,,
125904499,17705 Sandy Lane,78645,30.501154,-97.905662,,,,,,25744,1970.0,,
29566269,11510 Sandy Loam Trail,78750,30.447973,-97.813106,257907.0,21243,270802,242433,1328,6396,1982.0,,
29368281,10201 Pantera Ridge,78759,30.416505,-97.786889,577097.0,1094,611723,548242,2731,203861,1981.0,,
29457386,17815 Clare Morris Lane,78660,30.473047,-97.635934,241630.0,-3170,253711,229549,2379,6377,1999.0,,
29353993,9105 Prince William Road,78730,30.362057,-97.836646,1110507.0,-4519,1177137,1054982,5321,71874,2000.0,,
,605 Thousand Oaks Drive,78612,,,,,,,,,,,
,16016 Hamilton Pool Road,78620,,,,,,,,,,,
29481513,7124 Quimper Lane,78749,30.227088,-97.86651,402061.0,-1490,422164,381958,2359,9452,1996.0,,
,7259 1/2 Rialto Boulevard,78735,,,,,,,,,,,
83816383,13401 Von Quintus Road,78719,30.095345,-97.661416,274006.0,6939,317847,235645,1190,217800,1953.0,,
,12473 Ballerstedt Road,78621,,,,,,,,,,,
,2000 Windy Terrace,78613,,,,,,,,,,,
83814130,11759 Johnson Road,78641,30.493192,-97.894869,465665.0,5001,488948,442382,2600,109117,2004.0,,
,6310 FM 1327,78747,,,,,,,,,,,
29369859,11203 Blackmoor Drive,78759,30.423913,-97.775831,352950.0,3201,377657,335303,1573,7527,1980.0,,
83821415,11007 Hill Drive,78641,30.492949,-97.911837,338329.0,-23270,358629,321413,2094,30200,2004.0,,
29465206,1403 Citation Circle,78617,30.223122,-97.521123,163693.0,4120,184973,140776,1344,34674,1997.0,,
29387249,7603 Ingrid Drive,78621,30.264345,-97.461446,156621.0,1840,178548,140959,1216,115434,1998.0,,
29446251,13313 Council Bluff Drive,78727,30.436122,-97.714026,482194.0,-6062,506304,453262,3488,51096,1985.0,,
29411876,5701 Avenue F,78752,30.322032,-97.718162,435203.0,815,470019,409091,1702,10123,1967.0,,
,149 Enchanted Cove,78612,,,,,,,,,,,
,1670 Liberty Oaks Boulevard,78613,,,,,,,,,,,
,3823 Bergstrom Drive,78719,,,,,,,,,,,
29450150,15607 Hebbe Lane,78660,30.443425,-97.646926,291615.0,1847,312028,265370,2766,51192,1979.0,,
29358163,133 Star Street,78734,30.370498,-97.989506,506935.0,4979,532282,481588,2851,24137,1993.0,,
29370735,10104 Pickfair Drive,78750,30.427315,-97.809318,493131.0,701,517788,468474,2540,12859,2000.0,,
80636030,1570 Old Lockhart Road,78644,30.026262,-97.67352,183711.0,4881,194734,174525,1319,108900,2001.0,,
29374023,8800 Spring Lake Drive,78750,30.434794,-97.790399,505261.0,-155,530524,479998,2727,19458,1976.0,,
29335957,3221 Gilbert Street,78703,30.298653,-97.774232,1740808.0,25629,1967113,1584135,4643,11308,2006.0,,
64570292,10304 Circle Drive,78736,30.245559,-97.933919,1531626.0,244,1669472,1424412,6425,871200,2009.0,,
58297526,1609 Patterson Road,78733,30.298179,-97.871248,1767871.0,-677193,1997694,1626441,5504,318859,1982.0,,
29362928,9604 Leaning Rock Circle,78730,30.385087,-97.832489,787419.0,-5460,842538,708677,3457,104108,1995.0,,
,394 Woodland Drive,78619,,,,,,,,,,,
,16034 Cinca Terra Drive,78738,,,,,,,,,,,
29479603,8924 Circle Drive,78736,30.236611,-97.913714,417908.0,18910,438803,397013,1624,78303,1972.0,,
29513729,3208 Twilight Trail,78748,30.160241,-97.859186,444154.0,7626,488569,421946,2392,42688,1984.0,12/19/2014,327500
83125577,6108 Sandshof Drive,78724,30.294727,-97.647939,196045.0,3509,215649,180361,1236,8477,2013.0,,
125904111,6909 Valburn Drive,78731,30.369519,-97.781418,,,,,,34020,,07/29/2016,
,10036 Clemente Circle,78737,,,,,,,,,,,
,9409 Braeburn Glen Street,78729,,,,,,,,,,,
2090455950,17301 West Whitestone Boulevard,78641,30.568125,-97.867697,,,,,1214,274916,2017.0,,
